Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"29.
Back to the Future
(1985)",PG,116 min,"Adventure, Comedy, Sci-Fi",8.5,"87        
        ","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Votes:
1,248,668
| Gross:
$210.61M"
"30.
Independence Day: Resurgence
(2016)",PG-13,120 min,"Action, Adventure, Sci-Fi",5.2,"32        
        ","Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","Votes:
184,557
| Gross:
$103.14M"
"31.
Aliens
(1986)",R,137 min,"Action, Adventure, Sci-Fi",8.4,"84        
        ","Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Votes:
736,672
| Gross:
$85.16M"
"32.
Avatar
(2009)",PG-13,162 min,"Action, Adventure, Fantasy",7.9,"83        
        ",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Votes:
1,352,875
| Gross:
$760.51M"
"33.
65
(2023)",PG-13,93 min,"Action, Adventure, Drama",5.4,"40        
        ",An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Votes:
57,752"
"35.
Transformers
(2007)",PG-13,144 min,"Action, Adventure, Sci-Fi",7,"61        
        ","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.","Votes:
658,188
| Gross:
$319.25M"
"36.
Avengers: Endgame
(2019)",PG-13,181 min,"Action, Adventure, Drama",8.4,"78        
        ","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Votes:
1,193,749
| Gross:
$858.37M"
"37.
Guardians of the Galaxy
(2014)",PG-13,121 min,"Action, Adventure, Comedy",8,"76        
        ",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"Votes:
1,229,006
| Gross:
$333.18M"
"38.
Nope
(2022)",R,130 min,"Horror, Mystery, Sci-Fi",6.8,"77        
        ",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,"Votes:
236,119
| Gross:
$123.28M"
"39.
Terminator 2: Judgment Day
(1991)",R,137 min,"Action, Sci-Fi",8.6,"75        
        ","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.","Votes:
1,130,507
| Gross:
$204.84M"
"40.
The Prestige
(2006)",PG-13,130 min,"Drama, Mystery, Sci-Fi",8.5,"66        
        ","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","Votes:
1,373,789
| Gross:
$53.09M"
"42.
Tenet
(2020)",PG-13,150 min,"Action, Sci-Fi, Thriller",7.3,"69        
        ","Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","Votes:
537,134
| Gross:
$58.46M"
"43.
Dune
(1984)",PG-13,137 min,"Action, Adventure, Sci-Fi",6.3,"41        
        ",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,"Votes:
166,801
| Gross:
$30.93M"
"45.
Black Adam
(2022)",PG-13,125 min,"Action, Adventure, Fantasy",6.3,"41        
        ","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.","Votes:
252,443
| Gross:
$168.15M"
"46.
The Terminator
(1984)",R,107 min,"Action, Sci-Fi",8.1,"84        
        ","A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","Votes:
891,459
| Gross:
$38.40M"
"47.
The Suicide Squad
(2021)",R,132 min,"Action, Adventure, Comedy",7.2,"72        
        ","Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Votes:
378,447
| Gross:
$55.82M"
"48.
The Matrix
(1999)",R,136 min,"Action, Sci-Fi",8.7,"73        
        ","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","Votes:
1,970,225
| Gross:
$171.48M"
"49.
Deadpool 2
(2018)",R,119 min,"Action, Adventure, Comedy",7.6,"66        
        ","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.","Votes:
610,800
| Gross:
$324.59M"
"50.
Zack Snyder's Justice League
(2021)",R,242 min,"Action, Adventure, Fantasy",7.9,"54        
        ","Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.","Votes:
417,883"
"1.
Air
(I) (2023)",R,111 min,"Drama, Sport",7.5,"73        
        ","Follows the history of sports marketing executive Sonny Vaccaro, and how he led Nike in its pursuit of the greatest athlete in the history of basketball, Michael Jordan.","Votes:
123,709"
"3.
Creed III
(2023)",PG-13,116 min,"Drama, Sport",6.8,"73        
        ","Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.","Votes:
76,041"
"4.
The Sandlot
(1993)",PG,101 min,"Comedy, Drama, Family",7.8,"55        
        ","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","Votes:
97,698
| Gross:
$32.42M"
"6.
Champions
(2023)",PG-13,124 min,"Comedy, Drama, Sport",6.7,"50        
        ","A former minor-league basketball coach is ordered by the court to manage a team of players with intellectual disabilities. He soon realizes that despite his doubts, together, this team can go further than they ever imagined.","Votes:
14,881"
"7.
Rocky
(1976)",PG,120 min,"Drama, Sport",8.1,"70        
        ",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"Votes:
602,914
| Gross:
$117.24M"
"8.
A League of Their Own
(1992)",PG,128 min,"Comedy, Drama, Sport",7.3,"69        
        ",Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.,"Votes:
115,986
| Gross:
$107.53M"
"9.
Cars
(2006)",G,117 min,"Animation, Adventure, Comedy",7.2,"73        
        ","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.","Votes:
443,195
| Gross:
$244.08M"
"10.
Ford v Ferrari
(2019)",PG-13,152 min,"Action, Biography, Drama",8.1,"81        
        ",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"Votes:
425,616
| Gross:
$117.62M"
"11.
80 for Brady
(2023)",PG-13,98 min,"Comedy, Drama, Sport",5.8,"52        
        ",A group of friends made it their life-long mission to go to the Super Bowl and meet NFL superstar Tom Brady.,"Votes:
8,328"
"12.
Happy Gilmore
(1996)",PG-13,92 min,"Comedy, Sport",7,"31        
        ",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,"Votes:
237,199
| Gross:
$38.62M"
"13.
Unbroken
(I) (2014)",PG-13,137 min,"Action, Biography, Drama",7.2,"59        
        ","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.","Votes:
175,719
| Gross:
$115.64M"
"15.
The Karate Kid
(1984)",PG,126 min,"Action, Drama, Family",7.3,"60        
        ",A martial arts master agrees to teach karate to a bullied teenager.,"Votes:
234,797
| Gross:
$90.82M"
"16.
Moneyball
(2011)",PG-13,133 min,"Biography, Drama, Sport",7.6,"87        
        ",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"Votes:
443,259
| Gross:
$75.61M"
"17.
White Men Can't Jump
(2023)",R,101 min,"Comedy, Drama, Sport",5,"40        
        ",A remake of the 1992 film about a pair of basketball hustlers who team up to earn extra cash.,"Votes:
8,251"
"18.
Inside Moves
(1980)",PG,113 min,"Comedy, Drama, Romance",7,"63        
        ","Handicapped after an unsuccessful suicide attempt, a man finds common ground in the troubled souls at a local dive bar.","Votes:
2,140"
"20.
Dodgeball: A True Underdog Story
(2004)",PG-13,92 min,"Comedy, Sport",6.7,"55        
        ",A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,"Votes:
259,106
| Gross:
$114.33M"
"21.
Creed
(II) (2015)",PG-13,133 min,"Action, Drama, Sport",7.6,"82        
        ","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","Votes:
300,066
| Gross:
$109.77M"
"22.
Big George Foreman
(2023)",PG-13,129 min,"Biography, Drama, Sport",6.6,"45        
        ",The life and boxing career of George Foreman.,"Votes:
3,567"
"23.
I, Tonya
(2017)",R,119 min,"Biography, Comedy, Drama",7.5,"77        
        ","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.","Votes:
229,265
| Gross:
$30.01M"
"24.
She's the Man
(2006)",PG-13,105 min,"Comedy, Romance, Sport",6.3,"45        
        ","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.","Votes:
167,727
| Gross:
$2.34M"
"25.
Rush
(I) (2013)",R,123 min,"Action, Biography, Drama",8.1,"74        
        ",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"Votes:
494,038
| Gross:
$26.95M"
"26.
Warrior
(2011)",PG-13,140 min,"Action, Drama, Sport",8.1,"71        
        ","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","Votes:
483,854
| Gross:
$13.66M"
"27.
Talladega Nights: The Ballad of Ricky Bobby
(2006)",PG-13,108 min,"Comedy, Sport",6.6,"66        
        ","Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","Votes:
192,226
| Gross:
$148.21M"
"28.
Somewhere in Queens
(2022)",R,106 min,"Comedy, Drama, Sport",6.9,"61        
        ","Leo and Angela Russo live a simple life in Queens, surrounded by their overbearing Italian-American family. When their son 'Sticks' finds success on his high-school basketball team, Leo tears the family apart trying to make it happen.","Votes:
1,887"
"29.
Rocky IV
(1985)",PG,91 min,"Drama, Sport",6.9,"40        
        ","Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.","Votes:
218,099
| Gross:
$127.87M"
"30.
Creed II
(2018)",PG-13,130 min,"Action, Drama, Sport",7.1,"66        
        ","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.","Votes:
147,455
| Gross:
$115.72M"
"31.
White Men Can't Jump
(1992)",R,115 min,"Comedy, Sport",6.8,"65        
        ",Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,"Votes:
94,116
| Gross:
$76.25M"
"33.
Caddyshack
(1980)",13+,98 min,"Comedy, Sport",7.2,"48        
        ",An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.,"Votes:
123,011
| Gross:
$39.85M"
"34.
Remember the Titans
(2000)",PG,113 min,"Biography, Drama, Sport",7.8,"48        
        ",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,"Votes:
223,627
| Gross:
$115.65M"
"35.
The Karate Kid
(2010)",PG,140 min,"Action, Drama, Family",6.2,"61        
        ","Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","Votes:
195,181
| Gross:
$176.59M"
"36.
Bring It On
(2000)",PG-13,98 min,"Comedy, Romance, Sport",6.1,"52        
        ",A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,"Votes:
101,115
| Gross:
$68.38M"
"37.
Jerry Maguire
(1996)",R,139 min,"Comedy, Drama, Romance",7.3,"77        
        ","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.","Votes:
277,280
| Gross:
$153.95M"
"38.
The Blind Side
(2009)",PG-13,129 min,"Biography, Drama, Sport",7.6,"53        
        ","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","Votes:
346,914
| Gross:
$255.96M"
"39.
King Richard
(2021)",PG-13,144 min,"Biography, Drama, Sport",7.5,"76        
        ",A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,"Votes:
124,208"
"40.
Hustle
(2022)",R,117 min,"Comedy, Drama, Sport",7.3,"68        
        ",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,"Votes:
133,838"
"41.
The Waterboy
(1998)",PG-13,90 min,"Comedy, Sport",6.1,"41        
        ",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,"Votes:
171,734
| Gross:
$161.49M"
"42.
Rookie of the Year
(1993)",PG,103 min,"Comedy, Family, Fantasy",6.1,"53        
        ","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.","Votes:
29,846
| Gross:
$53.58M"
"43.
Rocky III
(1982)",PG,99 min,"Drama, Sport",6.8,"57        
        ","Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion.","Votes:
203,247
| Gross:
$125.05M"
"44.
Rocky Balboa
(2006)",PG,102 min,"Action, Drama, Sport",7.1,"63        
        ","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.","Votes:
225,812
| Gross:
$70.27M"
"45.
Kicking & Screaming
(2005)",PG,95 min,"Comedy, Family, Romance",5.6,"45        
        ","Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.","Votes:
39,695
| Gross:
$52.58M"
"46.
Shooting Stars
(2023)",PG-13,116 min,"Biography, Drama, History",6.5,"62        
        ",A look at the young life of basketball star LeBron James. Feature film adaptation of LeBron James and Buzz Bissinger's book 'Shooting Stars'.,"Votes:
1,265"
"47.
Slap Shot
(1977)",R,123 min,"Comedy, Drama, Sport",7.3,"61        
        ",A failing ice hockey team finds success with outrageously violent hockey goonery.,"Votes:
39,682
| Gross:
$28.00M"
"48.
The Program
(II) (2015)",R,99 min,"Biography, Drama, Sport",6.5,"53        
        ","An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.","Votes:
18,604"
"50.
Raging Bull
(1980)",R,129 min,"Biography, Drama, Sport",8.1,"90        
        ","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Votes:
365,337
| Gross:
$23.38M"
"1.
Sound of Freedom
(2023)",PG-13,131 min,"Action, Biography, Drama",8.2,"43        
        ",The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.,"Votes:
22,491"
"2.
Mission: Impossible - Dead Reckoning Part One
(2023)",PG-13,163 min,"Action, Adventure, Thriller",8.1,"81        
        ",Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,"Votes:
45,855"
"3.
Nimona
(2023)",PG,101 min,"Animation, Action, Adventure",7.7,"75        
        ","When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","Votes:
15,615"
"5.
Insidious: The Red Door
(2023)",PG-13,107 min,"Horror, Mystery, Thriller",6,"45        
        ",The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,"Votes:
9,911"
"6.
Extraction II
(2023)",R,122 min,"Action, Thriller",7.1,"57        
        ","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.","Votes:
96,544"
"7.
Run Rabbit Run
(2023)",TV-MA,100 min,"Horror, Thriller",5,"52        
        ","Sarah Snook plays a fertility doctor who believes firmly in life and death, but after noticing the strange behavior of her young daughter, she must challenge her own values and confront a ghost from her past.","Votes:
6,216"
"8.
John Wick: Chapter 4
(2023)",R,169 min,"Action, Crime, Thriller",7.8,"78        
        ","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Votes:
240,878"
"9.
The Covenant
(2023)",R,123 min,"Action, Thriller, War",7.5,"63        
        ","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","Votes:
81,020"
"10.
Extraction
(2020)",R,116 min,"Action, Thriller",6.8,"56        
        ","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","Votes:
241,539"
"11.
Fast X
(2023)",PG-13,141 min,"Action, Adventure, Crime",5.9,"56        
        ",Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,"Votes:
78,228"
"12.
X
(II) (2022)",R,105 min,"Horror, Mystery, Thriller",6.6,"79        
        ","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Votes:
136,319"
"13.
Jaws
(1975)",PG,124 min,"Adventure, Mystery, Thriller",8.1,"87        
        ","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","Votes:
630,386
| Gross:
$260.00M"
"14.
Insidious
(I) (2010)",PG-13,103 min,"Horror, Mystery, Thriller",6.8,"52        
        ",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,"Votes:
322,988
| Gross:
$54.01M"
"15.
Mission: Impossible
(1996)",PG-13,110 min,"Action, Adventure, Thriller",7.1,"59        
        ","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","Votes:
446,588
| Gross:
$180.98M"
"16.
Don't Worry Darling
(I) (2022)",R,123 min,"Drama, Thriller",6.3,"48        
        ","While her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.","Votes:
120,208"
"17.
Infinity Pool
(2023)",R,117 min,"Crime, Horror, Mystery",6.1,"72        
        ","James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","Votes:
35,886"
"18.
Kandahar
(2023)",R,119 min,"Action, Thriller",6,"52        
        ",A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission.,"Votes:
13,200"
"19.
Annihilation
(I) (2018)",R,115 min,"Adventure, Drama, Horror",6.8,"79        
        ","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","Votes:
343,050
| Gross:
$32.73M"
"20.
Mission: Impossible - Fallout
(2018)",PG-13,147 min,"Action, Adventure, Thriller",7.7,"86        
        ","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","Votes:
351,841
| Gross:
$220.16M"
"21.
The Car
(1977)",PG,96 min,"Action, Horror, Mystery",6.1,"21        
        ","A small desert town is terrorized by a powerful, seemingly possessed car, and the local sheriff may be the only one who can stop it.","Votes:
11,200"
"22.
The Blackening
(2022)",R,97 min,"Comedy, Horror, Thriller",6.1,"69        
        ",Seven Black friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.,"Votes:
6,158"
"23.
Nobody
(I) (2021)",R,92 min,"Action, Crime, Drama",7.4,"64        
        ","A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","Votes:
293,560
| Gross:
$27.27M"
"24.
M3GAN
(2022)",PG-13,102 min,"Horror, Sci-Fi, Thriller",6.4,"72        
        ",A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,"Votes:
112,267
| Gross:
$93.88M"
"25.
Cocaine Bear
(2023)",R,95 min,"Comedy, Thriller",6,"54        
        ","An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.","Votes:
79,921"
"27.
The Batman
(2022)",PG-13,176 min,"Action, Crime, Drama",7.8,"72        
        ","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Votes:
710,616
| Gross:
$369.35M"
"28.
The Menu
(2022)",R,107 min,"Comedy, Horror, Thriller",7.2,"71        
        ","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Votes:
332,125"
"29.
The Dark Knight
(2008)",PG-13,152 min,"Action, Crime, Drama",9,"84        
        ","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","Votes:
2,739,285
| Gross:
$534.86M"
"30.
Midsommar
(2019)",R,148 min,"Drama, Horror, Mystery",7.1,"72        
        ",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,"Votes:
359,043
| Gross:
$27.33M"
"31.
Mission: Impossible - Rogue Nation
(2015)",PG-13,131 min,"Action, Adventure, Thriller",7.4,"75        
        ",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,"Votes:
390,069
| Gross:
$195.04M"
"32.
Inception
(2010)",PG-13,148 min,"Action, Adventure, Sci-Fi",8.8,"74        
        ","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","Votes:
2,430,834
| Gross:
$292.58M"
"33.
Bullet Train
(2022)",R,127 min,"Action, Comedy, Thriller",7.3,"49        
        ",Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,"Votes:
370,884
| Gross:
$103.37M"
"34.
Mission: Impossible III
(2006)",PG-13,126 min,"Action, Adventure, Thriller",6.9,"66        
        ",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,"Votes:
372,457
| Gross:
$134.03M"
"35.
Mission: Impossible II
(2000)",PG-13,123 min,"Action, Adventure, Thriller",6.1,"59        
        ","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","Votes:
359,080
| Gross:
$215.41M"
"37.
Scream VI
(2023)",R,122 min,"Horror, Mystery, Thriller",6.6,"61        
        ","In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Votes:
88,225"
"38.
The Boogeyman
(I) (2023)",PG-13,98 min,"Horror, Mystery, Thriller",6.1,"55        
        ","Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it's too late.","Votes:
10,962"
"40.
Mission: Impossible - Ghost Protocol
(2011)",PG-13,132 min,"Action, Adventure, Thriller",7.4,"73        
        ","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","Votes:
507,558
| Gross:
$209.40M"
"41.
Shazam! Fury of the Gods
(2023)",PG-13,130 min,"Action, Adventure, Comedy",6,"47        
        ","The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.","Votes:
97,532"
"43.
Blade Runner 2049
(2017)",R,164 min,"Action, Drama, Mystery",8,"81        
        ","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","Votes:
611,023
| Gross:
$92.05M"
"44.
The Pope's Exorcist
(2023)",R,103 min,"Horror, Thriller",6.1,"45        
        ","Follow Gabriele Amorth, the Vatican's leading exorcist, as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret.","Votes:
45,832"
"46.
Pearl
(2022)",R,103 min,"Drama, Horror, Thriller",7,"76        
        ","In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm.","Votes:
64,599"
"47.
The Hunger Games
(2012)",PG-13,142 min,"Action, Adventure, Sci-Fi",7.2,"68        
        ",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,"Votes:
953,388
| Gross:
$408.01M"
"48.
Hypnotic
(2023)",R,93 min,"Action, Mystery, Thriller",5.5,"53        
        ",A detective investigates a mystery involving his missing daughter and a secret government program.,"Votes:
15,537"
"49.
The Meg
(2018)",PG-13,113 min,"Action, Horror, Sci-Fi",5.6,"46        
        ",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"Votes:
183,010
| Gross:
$143.01M"
"50.
Tetris
(2023)",R,118 min,"Biography, Drama, History",7.4,"61        
        ","The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.","Votes:
60,366"
"1.
The Covenant
(2023)",R,123 min,"Action, Thriller, War",7.5,"63        
        ","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","Votes:
81,020"
"2.
Sisu
(2022)",R,91 min,"Action, War",6.9,"70        
        ","When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, Nazi soldiers led by a brutal SS officer battle him.","Votes:
43,913"
"3.
The Patriot
(2000)",R,165 min,"Action, Drama, History",7.2,"63        
        ",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,"Votes:
284,512
| Gross:
$113.33M"
"4.
Inglourious Basterds
(2009)",R,153 min,"Adventure, Drama, War",8.3,"69        
        ","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Votes:
1,503,425
| Gross:
$120.54M"
"5.
Saving Private Ryan
(1998)",R,169 min,"Drama, War",8.6,"91        
        ","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","Votes:
1,432,907
| Gross:
$216.54M"
"6.
Dunkirk
(2017)",PG-13,106 min,"Action, Drama, History",7.8,"94        
        ","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","Votes:
688,529
| Gross:
$188.37M"
"7.
American Sniper
(2014)",R,133 min,"Action, Biography, Drama",7.3,"72        
        ","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.","Votes:
507,099
| Gross:
$350.13M"
